행정구역,2020년04월_총인구수,Column1
경기도 고양시 일산동구 중산동(4128552000),47915,
경기도 고양시 일산동구 정발산동(4128553000),24088,
경기도 고양시 일산동구 풍산동(4128554000),39551,
경기도 고양시 일산동구 백석1동(4128555100),31215,
경기도 고양시 일산동구 백석2동(4128555200),20989,
경기도 고양시 일산동구 마두1동(4128556000),24705,
경기도 고양시 일산동구 마두2동(4128557000),16715,
경기도 고양시 일산동구 장항1동(4128558000),10620,
경기도 고양시 일산동구 장항2동(4128559000),26377,
경기도 고양시 일산동구 고봉동(4128560000),22654,
경기도 고양시 일산서구 (4128700000),303110,
경기도 고양시 일산서구 일산1동(4128751000),28189,
경기도 고양시 일산서구 일산2동(4128752000),19020,
경기도 고양시 일산서구 일산3동(4128753000),36402,
경기도 고양시 일산서구 탄현동(4128754000),52867,
경기도 고양시 일산서구 주엽1동(4128755000),28503,
경기도 고양시 일산서구 주엽2동(4128756000),29658,
경기도 고양시 일산서구 대화동(4128757000),34876,
경기도 고양시 일산서구 송포동(4128758000),21730,
경기도 고양시 일산서구 송산동(4128759000),51865,
경기도 과천시 (4129000000),59687,
경기도 과천시 중앙동(4129051000),8469,
경기도 과천시 갈현동(4129052000),10883,
경기도 과천시 별양동(4129053000),10597,
경기도 과천시 부림동(4129054000),11786,
경기도 과천시 과천동(4129055000),9883,
경기도 과천시 문원동(4129056000),8069,
경기도 구리시 (4131000000),199018,
경기도 구리시 갈매동(4131051000),31560,
경기도 구리시 동구동(4131052000),38711,
경기도 구리시 인창동(4131053000),23215,
경기도 구리시 교문1동(4131054100),16415,
경기도 구리시 교문2동(4131054200),22497,
경기도 구리시 수택1동(4131057000),18975,
경기도 구리시 수택2동(4131058000),25546,
경기도 구리시 수택3동(4131059000),22099,
경기도 남양주시 (4136000000),706069,
경기도 남양주시 와부읍(4136025000),63537,
경기도 남양주시 진접읍(4136025300),93318,
경기도 남양주시 화도읍(4136025600),100975,
경기도 남양주시 화도읍동부출장소(4136025700),13932,
경기도 남양주시 진건읍(4136025900),24756,
경기도 남양주시 오남읍(4136026200),53523,
경기도 남양주시 퇴계원읍(4136026500),30105,
경기도 남양주시 별내면(4136031000),19838,
경기도 남양주시 수동면(4136034000),9013,
경기도 남양주시 조안면(4136036000),4223,
경기도 남양주시 호평동(4136051000),50931,
경기도 남양주시 평내동(4136052000),34483,
경기도 남양주시 금곡동(4136053000),19244,
경기도 남양주시 양정동(4136054000),4636,
경기도 남양주시 다산1동(4136054500),75964,
경기도 남양주시 다산2동(4136056500),35512,
경기도 남양주시 별내동(4136057000),72079,
경기도 오산시 (4137000000),227550,
경기도 오산시 중앙동(4137051000),36188,
경기도 오산시 남촌동(4137053000),19823,
경기도 오산시 신장동(4137054000),59309,
경기도 오산시 세마동(4137055000),31679,
경기도 오산시 초평동(4137056000),16226,
경기도 오산시 대원동(4137057000),64325,
경기도 시흥시 (4139000000),478464,
경기도 시흥시 대야동(4139051000),36339,
경기도 시흥시 신천동(4139052000),37568,
경기도 시흥시 신현동(4139053100),10275,
경기도 시흥시 은행동(4139054000),48822,
경기도 시흥시 매화동(4139055000),12446,
경기도 시흥시 목감동(4139057000),43166,
경기도 시흥시 군자동(4139058100),22745,
경기도 시흥시 월곶동(4139058200),15549,
경기도 시흥시 정왕본동(4139058900),20560,
경기도 시흥시 정왕1동(4139059100),22616,
경기도 시흥시 정왕2동(4139059200),32058,
경기도 시흥시 정왕3동(4139059300),23092,
경기도 시흥시 정왕4동(4139059400),21670,
경기도 시흥시 배곧동(4139059500),70128,
경기도 시흥시 과림동(4139062100),1975,
경기도 시흥시 연성동(4139063000),24403,
경기도 시흥시 장곡동(4139063100),17372,
경기도 시흥시 능곡동(4139064000),17680,
경기도 군포시 (4141000000),275954,
경기도 군포시 군포1동(4141051000),33340,
경기도 군포시 군포2동(4141052000),54161,
경기도 군포시 산본1동(4141054000),16302,
경기도 군포시 산본2동(4141055000),27895,
경기도 군포시 금정동(4141056000),17486,
경기도 군포시 재궁동(4141057000),19584,
경기도 군포시 오금동(4141058000),22610,
경기도 군포시 수리동(4141059000),17238,
경기도 군포시 궁내동(4141060000),21356,
경기도 군포시 대야동(4141061000),20369,
경기도 군포시 광정동(4141062000),25613,
경기도 의왕시 (4143000000),164701,
경기도 의왕시 고천동(4143051000),11977,
경기도 의왕시 부곡동(4143052000),29501,
경기도 의왕시 오전동(4143053000),38376,
경기도 의왕시 내손1동(4143054000),21312,
경기도 의왕시 내손2동(4143055000),27303,
경기도 의왕시 청계동(4143056000),36232,
경기도 하남시 (4145000000),279621,
경기도 하남시 천현동(4145051000),7722,
경기도 하남시 신장1동(4145052000),6474,
경기도 하남시 신장2동(4145053000),45726,
경기도 하남시 덕풍1동(4145054000),16402,
경기도 하남시 덕풍2동(4145055000),19469,
경기도 하남시 덕풍3동(4145056000),25569,
경기도 하남시 풍산동(4145057000),29134,
경기도 하남시 감북동(4145058000),2844,
경기도 하남시 감일동(4145058200),7560,
경기도 하남시 위례동(4145058500),19241,
경기도 하남시 춘궁동(4145059000),4054,
경기도 하남시 초이동(4145060000),3699,
경기도 하남시 미사1동(4145061000),43445,
경기도 하남시 미사2동(4145062000),48282,
경기도 용인시 (4146000000),1068519,
경기도 용인시 처인구 (4146100000),254483,
경기도 용인시 처인구 포곡읍(4146125000),32997,
경기도 용인시 처인구 모현읍(4146125300),25801,
경기도 용인시 처인구 이동읍(4146125600),20124,
경기도 용인시 처인구 남사면(4146132000),23265,
경기도 용인시 처인구 원삼면(4146134000),8222,
경기도 용인시 처인구 백암면(4146135000),8458,
경기도 용인시 처인구 양지면(4146136000),18341,
경기도 용인시 처인구 중앙동(4146151000),24300,
경기도 용인시 처인구 역삼동(4146152000),43969,
경기도 용인시 처인구 유림동(4146153000),35791,
경기도 용인시 처인구 동부동(4146154000),13215,
경기도 용인시 기흥구 (4146300000),439725,
경기도 용인시 기흥구 신갈동(4146351000),39099,
경기도 용인시 기흥구 영덕1동(4146351600),30761,
경기도 용인시 기흥구 영덕2동(4146351700),17166,
경기도 용인시 기흥구 구갈동(4146352000),42259,
경기도 용인시 기흥구 상갈동(4146353000),13523,
경기도 용인시 기흥구 보라동(4146353500),33514,
경기도 용인시 기흥구 기흥동(4146354000),21125,
경기도 용인시 기흥구 서농동(4146355000),25515,
경기도 용인시 기흥구 구성동(4146356000),39521,
경기도 용인시 기흥구 마북동(4146357000),32473,
경기도 용인시 기흥구 동백1동(4146357200),32921,
경기도 용인시 기흥구 동백2동(4146357500),27378,
경기도 용인시 기흥구 동백3동(4146357700),23027,
경기도 용인시 기흥구 상하동(4146358600),24952,
경기도 용인시 기흥구 보정동(4146359000),36491,
경기도 용인시 수지구 (4146500000),374311,
경기도 용인시 수지구 풍덕천1동(4146551000),36780,
경기도 용인시 수지구 풍덕천2동(4146552000),42224,
경기도 용인시 수지구 신봉동(4146553000),38345,
경기도 용인시 수지구 죽전1동(4146554000),57165,
경기도 용인시 수지구 죽전2동(4146555000),18696,
경기도 용인시 수지구 동천동(4146556000),47964,
경기도 용인시 수지구 상현1동(4146557000),49081,
경기도 용인시 수지구 상현2동(4146558000),34364,
경기도 용인시 수지구 성복동(4146559000),49692,
경기도 파주시 (4148000000),455262,
경기도 파주시 문산읍(4148025000),48510,
경기도 파주시 파주읍(4148025300),13154,
경기도 파주시 법원읍(4148025600),10999,
경기도 파주시 조리읍(4148026200),30243,
경기도 파주시 월롱면(4148031000),9311,
경기도 파주시 탄현면(4148032000),13526,
경기도 파주시 광탄면(4148035000),11569,
경기도 파주시 파평면(4148036000),3927,
경기도 파주시 적성면(4148037000),7579,
경기도 파주시 장단출장소(4148038700),578,
경기도 파주시 진동면(4148040000),159,
경기도 파주시 금촌1동(4148051000),22655,
경기도 파주시 금촌2동(4148052000),33743,
경기도 파주시 금촌3동(4148053000),27485,
경기도 파주시 교하동(4148054000),41057,
경기도 파주시 운정1동(4148055000),45277,
경기도 파주시 운정2동(4148056000),62153,
경기도 파주시 운정3동(4148057000),73337,
경기도 이천시 (4150000000),216844,
경기도 이천시 장호원읍(4150025000),14824,
경기도 이천시 부발읍(4150025300),36061,
경기도 이천시 신둔면(4150031000),13332,
경기도 이천시 백사면(4150032000),11097,
경기도 이천시 호법면(4150033000),5719,
경기도 이천시 마장면(4150034000),13027,
경기도 이천시 대월면(4150035000),14523,
경기도 이천시 모가면(4150036000),4454,
경기도 이천시 설성면(4150037000),4833,
경기도 이천시 율면(4150038000),2692,
경기도 이천시 창전동(4150051000),17342,
경기도 이천시 증포동(4150051500),53941,
경기도 이천시 중리동(4150052000),14701,
경기도 이천시 관고동(4150053000),10298,
경기도 안성시 (4155000000),184211,
경기도 안성시 공도읍(4155025000),57853,
경기도 안성시 보개면(4155031000),5487,
경기도 안성시 금광면(4155032000),7578,
경기도 안성시 서운면(4155033000),3421,
경기도 안성시 미양면(4155034000),5634,
경기도 안성시 대덕면(4155035000),15617,
경기도 안성시 양성면(4155036000),5238,
경기도 안성시 원곡면(4155038000),6172,
경기도 안성시 일죽면(4155039000),7573,
경기도 안성시 죽산면(4155040000),6870,
경기도 안성시 삼죽면(4155041000),3505,
경기도 안성시 고삼면(4155042000),1937,
경기도 안성시 안성1동(4155051000),12633,
경기도 안성시 안성2동(4155052000),22608,
경기도 안성시 안성3동(4155053000),22085,
경기도 김포시 (4157000000),445425,
경기도 김포시 통진읍(4157025000),26545,
경기도 김포시 고촌읍(4157025300),30831,
경기도 김포시 양촌읍(4157025600),27724,
경기도 김포시 대곶면(4157034000),9767,
경기도 김포시 월곶면(4157035000),5547,
경기도 김포시 하성면(4157036000),8289,
경기도 김포시 김포본동(4157051500),50824,
경기도 김포시 장기본동(4157052500),39470,
경기도 김포시 사우동(4157054000),23071,
경기도 김포시 풍무동(4157055000),62029,
경기도 김포시 장기동(4157056000),41391,
경기도 김포시 구래동(4157057000),40043,
경기도 김포시 마산동(4157057500),30533,
경기도 김포시 운양동(4157058000),49361,
경기도 화성시 (4159000000),831888,
경기도 화성시 봉담읍(4159025300),78829,
경기도 화성시 우정읍(4159025600),17427,
경기도 화성시 향남읍(4159025900),83970,
경기도 화성시 남양읍(4159026200),39574,
경기도 화성시 매송면(4159031000),7334,
경기도 화성시 비봉면(4159032000),5829,
경기도 화성시 마도면(4159033000),6947,
경기도 화성시 송산면(4159034000),10962,
경기도 화성시 서신면(4159035000),7070,
경기도 화성시 팔탄면(4159036000),9895,
경기도 화성시 장안면(4159037000),10277,
경기도 화성시 양감면(4159040000),4031,
경기도 화성시 정남면(4159041000),11298,
경기도 화성시 새솔동(4159051500),19415,
경기도 화성시 진안동(4159052000),43977,
경기도 화성시 병점1동(4159053000),28224,
경기도 화성시 병점2동(4159054000),24537,
경기도 화성시 반월동(4159055000),32438,
경기도 화성시 기배동(4159056000),13860,
경기도 화성시 화산동(4159057000),23419,
경기도 화성시 동탄1동(4159058500),50639,
경기도 화성시 동탄2동(4159058600),36043,
경기도 화성시 동탄3동(4159058700),41794,
경기도 화성시 동탄4동(4159058800),53531,
경기도 화성시 동탄5동(4159059000),38672,
경기도 화성시 동탄6동(4159060000),30174,
경기도 화성시 동탄7동(4159061000),77083,
경기도 화성시 동탄8동(4159062000),24639,
경기도 광주시 (4161000000),375561,
경기도 광주시 오포읍(4161025000),109965,
경기도 광주시 초월읍(4161025300),43746,
